None,indicator_id,region_id,date,value
22761,SRSM,395057,2017-03-31,725000.0
22762,SRSM,395057,2017-02-28,668000.0
22763,SRSM,395057,2017-01-31,625000.0
22764,SRSM,395057,2016-12-31,650000.0
22765,SRSM,395057,2016-11-30,679000.0
22766,SRSM,395057,2016-10-31,655000.0
22767,SRSM,395057,2016-09-30,650000.0
22768,SRSM,395057,2016-08-31,660000.0
22769,SRSM,395057,2016-07-31,714000.0
22770,SRSM,395057,2016-06-30,734849.0
22771,SRSM,395057,2016-05-31,716000.0
22772,SRSM,395057,2016-04-30,699000.0
22773,SRSM,395057,2016-03-31,647298.0
22774,SRSM,395057,2016-02-29,612500.0
22775,SRSM,395057,2016-01-31,597500.0
22776,SRSM,395057,2015-12-31,615000.0
22777,SRSM,395057,2015-11-30,656750.0
22778,SRSM,395057,2015-10-31,625000.0
22779,SRSM,395057,2015-09-30,629000.0
22780,SRSM,395057,2015-08-31,652000.0
22781,SRSM,395057,2015-07-31,665000.0
22782,SRSM,395057,2015-06-30,670000.0
22783,SRSM,395057,2015-05-31,678000.0
22784,SRSM,395057,2015-04-30,664250.0
22785,SRSM,395057,2015-03-31,635000.0
22786,SRSM,395057,2015-02-28,586250.0
22787,SRSM,395057,2015-01-31,544250.0
22788,SRSM,395057,2014-12-31,575000.0
22789,SRSM,395057,2014-11-30,590000.0
22790,SRSM,395057,2014-10-31,610000.0
22791,SRSM,395057,2014-09-30,605000.0
22792,SRSM,395057,2014-08-31,630000.0
22793,SRSM,395057,2014-07-31,640000.0
22794,SRSM,395057,2014-06-30,632000.0
22795,SRSM,395057,2014-05-31,625000.0
22796,SRSM,395057,2014-04-30,625000.0
22797,SRSM,395057,2014-03-31,585000.0
22798,SRSM,395057,2014-02-28,532000.0
22799,SRSM,395057,2014-01-31,510000.0
22800,SRSM,395057,2013-12-31,529500.0
22801,SRSM,395057,2013-11-30,560000.0
22802,SRSM,395057,2013-10-31,551000.0
22803,SRSM,395057,2013-09-30,555000.0
22804,SRSM,395057,2013-08-31,565000.0
22805,SRSM,395057,2013-07-31,600000.0
22806,SRSM,395057,2013-06-30,610000.0
22807,SRSM,395057,2013-05-31,592000.0
22808,SRSM,395057,2013-04-30,568000.0
22809,SRSM,395057,2013-03-31,485000.0
22810,SRSM,395057,2013-02-28,419000.0
22811,SRSM,395057,2013-01-31,392250.0
22812,SRSM,395057,2012-12-31,445000.0
22813,SRSM,395057,2012-11-30,440000.0
22814,SRSM,395057,2012-10-31,430000.0
22815,SRSM,395057,2012-09-30,427000.0
22816,SRSM,395057,2012-08-31,428823.0
22817,SRSM,395057,2012-07-31,455375.0
22818,SRSM,395057,2012-06-30,451500.0
22819,SRSM,395057,2012-05-31,449950.0
22820,SRSM,395057,2012-04-30,405000.0
22821,SRSM,395057,2012-03-31,370000.0
22822,SRSM,395057,2012-02-29,325000.0
22823,SRSM,395057,2012-01-31,323000.0
22824,SRSM,395057,2011-12-31,350000.0
22825,SRSM,395057,2011-11-30,368000.0
22826,SRSM,395057,2011-10-31,365500.0
22827,SRSM,395057,2011-09-30,371900.0
22828,SRSM,395057,2011-08-31,390000.0
22829,SRSM,395057,2011-07-31,399000.0
22830,SRSM,395057,2011-06-30,415000.0
22831,SRSM,395057,2011-05-31,391500.0
22832,SRSM,395057,2011-04-30,375000.0
22833,SRSM,395057,2011-03-31,370000.0
22834,SRSM,395057,2011-02-28,348000.0
22835,SRSM,395057,2011-01-31,340000.0
22836,SRSM,395057,2010-12-31,385000.0
22837,SRSM,395057,2010-11-30,379000.0
22838,SRSM,395057,2010-10-31,405000.0
22839,SRSM,395057,2010-09-30,403000.0
22840,SRSM,395057,2010-08-31,420000.0
22841,SRSM,395057,2010-07-31,445000.0
22842,SRSM,395057,2010-06-30,438200.0
22843,SRSM,395057,2010-05-31,440000.0
22844,SRSM,395057,2010-04-30,400500.0
22845,SRSM,395057,2010-03-31,380000.0
22846,SRSM,395057,2010-02-28,370000.0
22847,SRSM,395057,2010-01-31,345650.0
22848,SRSM,395057,2009-12-31,390000.0
22849,SRSM,395057,2009-11-30,405000.0
22850,SRSM,395057,2009-10-31,398500.0
22851,SRSM,395057,2009-09-30,399000.0
22852,SRSM,395057,2009-08-31,390000.0
22853,SRSM,395057,2009-07-31,400000.0
22854,SRSM,395057,2009-06-30,395000.0
22855,SRSM,395057,2009-05-31,350000.0
22856,SRSM,395057,2009-04-30,320000.0
22857,SRSM,395057,2009-03-31,285000.0
22858,SRSM,395057,2009-02-28,289000.0
22859,SRSM,395057,2009-01-31,281000.0
22860,SRSM,395057,2008-12-31,315000.0
22861,SRSM,395057,2008-11-30,340000.0
22862,SRSM,395057,2008-10-31,375000.0
22863,SRSM,395057,2008-09-30,395000.0
22864,SRSM,395057,2008-08-31,445000.0
22865,SRSM,395057,2008-07-31,505000.0
22866,SRSM,395057,2008-06-30,504000.0
22867,SRSM,395057,2008-05-31,540000.0
22868,SRSM,395057,2008-04-30,550000.0
22869,SRSM,395057,2008-03-31,560000.0
22870,SRSM,395057,2008-02-29,570000.0
22871,SRSM,395056,2023-08-31,920000.0
22872,SRSM,395056,2023-07-31,885000.0
22873,SRSM,395056,2023-06-30,870000.0
22874,SRSM,395056,2023-05-31,850000.0
22875,SRSM,395056,2023-04-30,842000.0
22876,SRSM,395056,2023-03-31,832000.0
22877,SRSM,395056,2023-02-28,800000.0
22878,SRSM,395056,2023-01-31,780000.0
22879,SRSM,395056,2022-12-31,775000.0
22880,SRSM,395056,2022-11-30,800000.0
22881,SRSM,395056,2022-10-31,829000.0
22882,SRSM,395056,2022-09-30,845000.0
22883,SRSM,395056,2022-08-31,845000.0
22884,SRSM,395056,2022-07-31,865000.0
22885,SRSM,395056,2022-06-30,885000.0
22886,SRSM,395056,2022-05-31,916000.0
22887,SRSM,395056,2022-04-30,906000.0
22888,SRSM,395056,2022-03-31,875000.0
22889,SRSM,395056,2022-02-28,845000.0
22890,SRSM,395056,2022-01-31,825000.0
22891,SRSM,395056,2021-12-31,800000.0
22892,SRSM,395056,2021-11-30,800000.0
22893,SRSM,395056,2021-10-31,800000.0
22894,SRSM,395056,2021-09-30,800000.0
22895,SRSM,395056,2021-08-31,785000.0
22896,SRSM,395056,2021-07-31,799000.0
22897,SRSM,395056,2021-06-30,810000.0
22898,SRSM,395056,2021-05-31,797500.0
22899,SRSM,395056,2021-04-30,770000.0
22900,SRSM,395056,2021-03-31,750000.0
22901,SRSM,395056,2021-02-28,725500.0
22902,SRSM,395056,2021-01-31,705000.0
22903,SRSM,395056,2020-12-31,703000.0
22904,SRSM,395056,2020-11-30,700000.0
22905,SRSM,395056,2020-10-31,710000.0
22906,SRSM,395056,2020-09-30,718750.0
22907,SRSM,395056,2020-08-31,705000.0
22908,SRSM,395056,2020-07-31,700000.0
22909,SRSM,395056,2020-06-30,655000.0
22910,SRSM,395056,2020-05-31,638500.0
22911,SRSM,395056,2020-04-30,650000.0
22912,SRSM,395056,2020-03-31,645000.0
22913,SRSM,395056,2020-02-29,650500.0
22914,SRSM,395056,2020-01-31,640000.0
22915,SRSM,395056,2019-12-31,630000.0
22916,SRSM,395056,2019-11-30,639000.0
22917,SRSM,395056,2019-10-31,629000.0
22918,SRSM,395056,2019-09-30,615000.0
22919,SRSM,395056,2019-08-31,630000.0
22920,SRSM,395056,2019-07-31,625000.0
22921,SRSM,395056,2019-06-30,645000.0
22922,SRSM,395056,2019-05-31,620000.0
22923,SRSM,395056,2019-04-30,625000.0
22924,SRSM,395056,2019-03-31,605000.0
22925,SRSM,395056,2019-02-28,595000.0
22926,SRSM,395056,2019-01-31,595000.0
22927,SRSM,395056,2018-12-31,594000.0
22928,SRSM,395056,2018-11-30,605000.0
22929,SRSM,395056,2018-10-31,612500.0
22930,SRSM,395056,2018-09-30,620000.0
22931,SRSM,395056,2018-08-31,635000.0
22932,SRSM,395056,2018-07-31,634000.0
22933,SRSM,395056,2018-06-30,634000.0
22934,SRSM,395056,2018-05-31,620000.0
22935,SRSM,395056,2018-04-30,615000.0
22936,SRSM,395056,2018-03-31,618000.0
22937,SRSM,395056,2018-02-28,586000.0
22938,SRSM,395056,2018-01-31,570000.0
22939,SRSM,395056,2017-12-31,590000.0
22940,SRSM,395056,2017-11-30,595000.0
22941,SRSM,395056,2017-10-31,579000.0
22942,SRSM,395056,2017-09-30,585000.0
22943,SRSM,395056,2017-08-31,585000.0
22944,SRSM,395056,2017-07-31,585000.0
22945,SRSM,395056,2017-06-30,590000.0
22946,SRSM,395056,2017-05-31,589000.0
22947,SRSM,395056,2017-04-30,564000.0
22948,SRSM,395056,2017-03-31,555000.0
22949,SRSM,395056,2017-02-28,541750.0
22950,SRSM,395056,2017-01-31,539000.0
22951,SRSM,395056,2016-12-31,535000.0
22952,SRSM,395056,2016-11-30,535000.0
22953,SRSM,395056,2016-10-31,550000.0
22954,SRSM,395056,2016-09-30,540000.0
22955,SRSM,395056,2016-08-31,545000.0
22956,SRSM,395056,2016-07-31,540000.0
22957,SRSM,395056,2016-06-30,540000.0
22958,SRSM,395056,2016-05-31,535000.0
22959,SRSM,395056,2016-04-30,535000.0
22960,SRSM,395056,2016-03-31,525000.0
22961,SRSM,395056,2016-02-29,502750.0
22962,SRSM,395056,2016-01-31,515000.0
22963,SRSM,395056,2015-12-31,510000.0
22964,SRSM,395056,2015-11-30,512000.0
22965,SRSM,395056,2015-10-31,503000.0
22966,SRSM,395056,2015-09-30,500000.0
22967,SRSM,395056,2015-08-31,506750.0
22968,SRSM,395056,2015-07-31,510500.0
22969,SRSM,395056,2015-06-30,515000.0
22970,SRSM,395056,2015-05-31,499000.0
22971,SRSM,395056,2015-04-30,487750.0
22972,SRSM,395056,2015-03-31,485000.0
22973,SRSM,395056,2015-02-28,474500.0
22974,SRSM,395056,2015-01-31,470000.0
22975,SRSM,395056,2014-12-31,465000.0
22976,SRSM,395056,2014-11-30,458000.0
22977,SRSM,395056,2014-10-31,475000.0
22978,SRSM,395056,2014-09-30,483750.0
22979,SRSM,395056,2014-08-31,480500.0
22980,SRSM,395056,2014-07-31,490000.0
22981,SRSM,395056,2014-06-30,490000.0
22982,SRSM,395056,2014-05-31,475000.0
22983,SRSM,395056,2014-04-30,470000.0
22984,SRSM,395056,2014-03-31,470000.0
22985,SRSM,395056,2014-02-28,450000.0
22986,SRSM,395056,2014-01-31,460000.0
22987,SRSM,395056,2013-12-31,452000.0
22988,SRSM,395056,2013-11-30,445000.0
22989,SRSM,395056,2013-10-31,450000.0
22990,SRSM,395056,2013-09-30,460000.0
22991,SRSM,395056,2013-08-31,450000.0
22992,SRSM,395056,2013-07-31,459000.0
22993,SRSM,395056,2013-06-30,460000.0
22994,SRSM,395056,2013-05-31,455000.0
22995,SRSM,395056,2013-04-30,440000.0
22996,SRSM,395056,2013-03-31,420000.0
22997,SRSM,395056,2013-02-28,395000.0
22998,SRSM,395056,2013-01-31,383000.0
22999,SRSM,395056,2012-12-31,400000.0
23000,SRSM,395056,2012-11-30,390000.0
23001,SRSM,395056,2012-10-31,380000.0
23002,SRSM,395056,2012-09-30,390000.0
23003,SRSM,395056,2012-08-31,379000.0
23004,SRSM,395056,2012-07-31,379500.0
23005,SRSM,395056,2012-06-30,386000.0
23006,SRSM,395056,2012-05-31,380000.0
23007,SRSM,395056,2012-04-30,365000.0
23008,SRSM,395056,2012-03-31,365000.0
23009,SRSM,395056,2012-02-29,361000.0
23010,SRSM,395056,2012-01-31,351500.0
23011,SRSM,395056,2011-12-31,360000.0
23012,SRSM,395056,2011-11-30,350000.0
23013,SRSM,395056,2011-10-31,365000.0
23014,SRSM,395056,2011-09-30,360000.0
23015,SRSM,395056,2011-08-31,380000.0
23016,SRSM,395056,2011-07-31,380000.0
23017,SRSM,395056,2011-06-30,385000.0
23018,SRSM,395056,2011-05-31,390000.0
23019,SRSM,395056,2011-04-30,380000.0
23020,SRSM,395056,2011-03-31,390000.0
23021,SRSM,395056,2011-02-28,368000.0
23022,SRSM,395056,2011-01-31,360000.0
23023,SRSM,395056,2010-12-31,380000.0
23024,SRSM,395056,2010-11-30,383000.0
23025,SRSM,395056,2010-10-31,385000.0
23026,SRSM,395056,2010-09-30,390000.0
23027,SRSM,395056,2010-08-31,391000.0
23028,SRSM,395056,2010-07-31,400000.0
23029,SRSM,395056,2010-06-30,403000.0
23030,SRSM,395056,2010-05-31,399000.0
23031,SRSM,395056,2010-04-30,387250.0
23032,SRSM,395056,2010-03-31,405000.0
23033,SRSM,395056,2010-02-28,375000.0
23034,SRSM,395056,2010-01-31,374000.0
23035,SRSM,395056,2009-12-31,385000.0
23036,SRSM,395056,2009-11-30,382500.0
23037,SRSM,395056,2009-10-31,390000.0
23038,SRSM,395056,2009-09-30,395000.0
23039,SRSM,395056,2009-08-31,389500.0
23040,SRSM,395056,2009-07-31,400000.0
23041,SRSM,395056,2009-06-30,398000.0
23042,SRSM,395056,2009-05-31,385000.0
23043,SRSM,395056,2009-04-30,375000.0
23044,SRSM,395056,2009-03-31,371000.0
23045,SRSM,395056,2009-02-28,380000.0
23046,SRSM,395056,2009-01-31,365000.0
23047,SRSM,395056,2008-12-31,370000.0
23048,SRSM,395056,2008-11-30,373000.0
23049,SRSM,395056,2008-10-31,403500.0
23050,SRSM,395056,2008-09-30,420000.0
23051,SRSM,395056,2008-08-31,430000.0
23052,SRSM,395056,2008-07-31,457000.0
23053,SRSM,395056,2008-06-30,455000.0
23054,SRSM,395056,2008-05-31,460500.0
23055,SRSM,395056,2008-04-30,478000.0
23056,SRSM,395056,2008-03-31,465000.0
23057,SRSM,395056,2008-02-29,475000.0
23058,SRSM,395055,2023-08-31,320000.0
23059,SRSM,395055,2023-07-31,325000.0
23060,SRSM,395055,2023-06-30,318650.0
23061,SRSM,395055,2023-05-31,319000.0
23062,SRSM,395055,2023-04-30,310000.0
23063,SRSM,395055,2023-03-31,307500.0
23064,SRSM,395055,2023-02-28,308000.0
23065,SRSM,395055,2023-01-31,300000.0
23066,SRSM,395055,2022-12-31,315000.0
23067,SRSM,395055,2022-11-30,309000.0
23068,SRSM,395055,2022-10-31,325000.0
23069,SRSM,395055,2022-09-30,325000.0
23070,SRSM,395055,2022-08-31,328500.0
23071,SRSM,395055,2022-07-31,330000.0
23072,SRSM,395055,2022-06-30,340000.0
23073,SRSM,395055,2022-05-31,339000.0
23074,SRSM,395055,2022-04-30,325000.0
23075,SRSM,395055,2022-03-31,315000.0
23076,SRSM,395055,2022-02-28,300000.0
23077,SRSM,395055,2022-01-31,295000.0
23078,SRSM,395055,2021-12-31,300493.0
23079,SRSM,395055,2021-11-30,300000.0
23080,SRSM,395055,2021-10-31,300000.0
23081,SRSM,395055,2021-09-30,295000.0
23082,SRSM,395055,2021-08-31,295395.0
23083,SRSM,395055,2021-07-31,300000.0
23084,SRSM,395055,2021-06-30,289000.0
23085,SRSM,395055,2021-05-31,281000.0
23086,SRSM,395055,2021-04-30,272000.0
23087,SRSM,395055,2021-03-31,260000.0
23088,SRSM,395055,2021-02-28,257800.0
23089,SRSM,395055,2021-01-31,250000.0
23090,SRSM,395055,2020-12-31,255000.0
23091,SRSM,395055,2020-11-30,255000.0
23092,SRSM,395055,2020-10-31,255000.0
23093,SRSM,395055,2020-09-30,255950.0
23094,SRSM,395055,2020-08-31,255000.0
23095,SRSM,395055,2020-07-31,255000.0
23096,SRSM,395055,2020-06-30,246550.0
23097,SRSM,395055,2020-05-31,237000.0
23098,SRSM,395055,2020-04-30,235000.0
23099,SRSM,395055,2020-03-31,230000.0
23100,SRSM,395055,2020-02-29,225000.0
23101,SRSM,395055,2020-01-31,220000.0
23102,SRSM,395055,2019-12-31,224990.0
23103,SRSM,395055,2019-11-30,215000.0
23104,SRSM,395055,2019-10-31,224000.0
23105,SRSM,395055,2019-09-30,225000.0
23106,SRSM,395055,2019-08-31,230000.0
23107,SRSM,395055,2019-07-31,230000.0
23108,SRSM,395055,2019-06-30,232500.0
23109,SRSM,395055,2019-05-31,230000.0
23110,SRSM,395055,2019-04-30,218000.0
23111,SRSM,395055,2019-03-31,218000.0
23112,SRSM,395055,2019-02-28,210000.0
23113,SRSM,395055,2019-01-31,203000.0
23114,SRSM,395055,2018-12-31,213000.0
23115,SRSM,395055,2018-11-30,210000.0
23116,SRSM,395055,2018-10-31,212500.0
23117,SRSM,395055,2018-09-30,213000.0
23118,SRSM,395055,2018-08-31,222000.0
23119,SRSM,395055,2018-07-31,220000.0
23120,SRSM,395055,2018-06-30,225000.0
23121,SRSM,395055,2018-05-31,221000.0
23122,SRSM,395055,2018-04-30,210000.0
23123,SRSM,395055,2018-03-31,210000.0
23124,SRSM,395055,2018-02-28,199999.0
23125,SRSM,395055,2018-01-31,200000.0
23126,SRSM,395055,2017-12-31,203000.0
23127,SRSM,395055,2017-11-30,200000.0
23128,SRSM,395055,2017-10-31,194000.0
23129,SRSM,395055,2017-09-30,198000.0
23130,SRSM,395055,2017-08-31,207500.0
23131,SRSM,395055,2017-07-31,205000.0
23132,SRSM,395055,2017-06-30,214900.0
23133,SRSM,395055,2017-05-31,205000.0
23134,SRSM,395055,2017-04-30,204950.0
23135,SRSM,395055,2017-03-31,189000.0
23136,SRSM,395055,2017-02-28,189900.0
23137,SRSM,395055,2017-01-31,187600.0
23138,SRSM,395055,2016-12-31,190000.0
23139,SRSM,395055,2016-11-30,188000.0
23140,SRSM,395055,2016-10-31,191500.0
23141,SRSM,395055,2016-09-30,194000.0
23142,SRSM,395055,2016-08-31,199500.0
23143,SRSM,395055,2016-07-31,200000.0
23144,SRSM,395055,2016-06-30,200000.0
23145,SRSM,395055,2016-05-31,198000.0
23146,SRSM,395055,2016-04-30,188455.0
23147,SRSM,395055,2016-03-31,187000.0
23148,SRSM,395055,2016-02-29,177250.0
23149,SRSM,395055,2016-01-31,178000.0
23150,SRSM,395055,2015-12-31,179900.0
23151,SRSM,395055,2015-11-30,175000.0
23152,SRSM,395055,2015-10-31,177000.0
23153,SRSM,395055,2015-09-30,181900.0
23154,SRSM,395055,2015-08-31,189000.0
23155,SRSM,395055,2015-07-31,187500.0
23156,SRSM,395055,2015-06-30,192000.0
23157,SRSM,395055,2015-05-31,189900.0
23158,SRSM,395055,2015-04-30,176500.0
23159,SRSM,395055,2015-03-31,175000.0
23160,SRSM,395055,2015-02-28,175000.0
23161,SRSM,395055,2015-01-31,168750.0
23162,SRSM,395055,2014-12-31,168900.0
23163,SRSM,395055,2014-11-30,171900.0
23164,SRSM,395055,2014-10-31,165000.0
23165,SRSM,395055,2014-09-30,175000.0
23166,SRSM,395055,2014-08-31,175000.0
23167,SRSM,395055,2014-07-31,178000.0
23168,SRSM,395055,2014-06-30,175000.0
23169,SRSM,395055,2014-05-31,176000.0
23170,SRSM,395055,2014-04-30,169000.0
23171,SRSM,395055,2014-03-31,163000.0
23172,SRSM,395055,2014-02-28,161500.0
23173,SRSM,395055,2014-01-31,154900.0
23174,SRSM,395055,2013-12-31,160500.0
23175,SRSM,395055,2013-11-30,158000.0
23176,SRSM,395055,2013-10-31,158000.0
23177,SRSM,395055,2013-09-30,161000.0
23178,SRSM,395055,2013-08-31,165000.0
23179,SRSM,395055,2013-07-31,171600.0
23180,SRSM,395055,2013-06-30,170000.0
23181,SRSM,395055,2013-05-31,167500.0
23182,SRSM,395055,2013-04-30,158000.0
23183,SRSM,395055,2013-03-31,149900.0
23184,SRSM,395055,2013-02-28,150250.0
23185,SRSM,395055,2013-01-31,144000.0
23186,SRSM,395055,2012-12-31,148000.0
23187,SRSM,395055,2012-11-30,152500.0
23188,SRSM,395055,2012-10-31,149928.0
23189,SRSM,395055,2012-09-30,150000.0
23190,SRSM,395055,2012-08-31,153944.0
23191,SRSM,395055,2012-07-31,156500.0
23192,SRSM,395055,2012-06-30,162000.0
23193,SRSM,395055,2012-05-31,158000.0
23194,SRSM,395055,2012-04-30,152000.0
23195,SRSM,395055,2012-03-31,147000.0
23196,SRSM,395055,2012-02-29,138000.0
23197,SRSM,395055,2012-01-31,136860.0
23198,SRSM,395055,2011-12-31,139250.0
23199,SRSM,395055,2011-11-30,139995.0
23200,SRSM,395055,2011-10-31,142750.0
23201,SRSM,395055,2011-09-30,145000.0
23202,SRSM,395055,2011-08-31,146000.0
23203,SRSM,395055,2011-07-31,151500.0
23204,SRSM,395055,2011-06-30,149273.0
23205,SRSM,395055,2011-05-31,149500.0
23206,SRSM,395055,2011-04-30,140000.0
23207,SRSM,395055,2011-03-31,140000.0
23208,SRSM,395055,2011-02-28,137000.0
23209,SRSM,395055,2011-01-31,140000.0
23210,SRSM,395055,2010-12-31,145000.0
23211,SRSM,395055,2010-11-30,147500.0
23212,SRSM,395055,2010-10-31,145000.0
23213,SRSM,395055,2010-09-30,145000.0
23214,SRSM,395055,2010-08-31,154000.0
23215,SRSM,395055,2010-07-31,157250.0
23216,SRSM,395055,2010-06-30,146900.0
23217,SRSM,395055,2010-05-31,142925.0
23218,SRSM,395055,2010-04-30,140000.0
23219,SRSM,395055,2010-03-31,138750.0
23220,SRSM,395055,2010-02-28,139950.0
23221,SRSM,395055,2010-01-31,137000.0
23222,SRSM,395055,2009-12-31,138250.0
23223,SRSM,395055,2009-11-30,136825.0
23224,SRSM,395055,2009-10-31,135000.0
23225,SRSM,395055,2009-09-30,145100.0
23226,SRSM,395055,2009-08-31,144900.0
23227,SRSM,395055,2009-07-31,157000.0
23228,SRSM,395055,2009-06-30,151000.0
23229,SRSM,395055,2009-05-31,149000.0
23230,SRSM,395055,2009-04-30,142000.0
23231,SRSM,395055,2009-03-31,139900.0
23232,SRSM,395055,2009-02-28,137000.0
23233,SRSM,395055,2009-01-31,137000.0
23234,SRSM,395055,2008-12-31,131000.0
23235,SRSM,395055,2008-11-30,132500.0
23236,SRSM,395055,2008-10-31,138000.0
23237,SRSM,395055,2008-09-30,140000.0
23238,SRSM,395055,2008-08-31,145000.0
23239,SRSM,395055,2008-07-31,147000.0
23240,SRSM,395055,2008-06-30,153500.0
23241,SRSM,395055,2008-05-31,145543.0
23242,SRSM,395055,2008-04-30,145000.0
23243,SRSM,395055,2008-03-31,140000.0
23244,SRSM,395055,2008-02-29,137000.0
23245,SRSM,395053,2023-08-31,537250.0
23246,SRSM,395053,2023-07-31,553000.0
23247,SRSM,395053,2023-06-30,542000.0
23248,SRSM,395053,2023-05-31,545000.0
23249,SRSM,395053,2023-04-30,503750.0
23250,SRSM,395053,2023-03-31,525000.0
23251,SRSM,395053,2023-02-28,494300.0
23252,SRSM,395053,2023-01-31,492000.0
23253,SRSM,395053,2022-12-31,480000.0
23254,SRSM,395053,2022-11-30,510000.0
23255,SRSM,395053,2022-10-31,526100.0
23256,SRSM,395053,2022-09-30,550000.0
23257,SRSM,395053,2022-08-31,541000.0
23258,SRSM,395053,2022-07-31,534000.0
23259,SRSM,395053,2022-06-30,575000.0
23260,SRSM,395053,2022-05-31,575000.0
23261,SRSM,395053,2022-04-30,573500.0
23262,SRSM,395053,2022-03-31,551000.0
23263,SRSM,395053,2022-02-28,529500.0
23264,SRSM,395053,2022-01-31,510000.0
23265,SRSM,395053,2021-12-31,499500.0
23266,SRSM,395053,2021-11-30,507000.0
23267,SRSM,395053,2021-10-31,490000.0
23268,SRSM,395053,2021-09-30,505000.0
23269,SRSM,395053,2021-08-31,490000.0
23270,SRSM,395053,2021-07-31,500000.0
23271,SRSM,395053,2021-06-30,500000.0
23272,SRSM,395053,2021-05-31,480000.0
23273,SRSM,395053,2021-04-30,460000.0
23274,SRSM,395053,2021-03-31,442700.0
23275,SRSM,395053,2021-02-28,430000.0
23276,SRSM,395053,2021-01-31,400000.0
23277,SRSM,395053,2020-12-31,410000.0
23278,SRSM,395053,2020-11-30,400000.0
23279,SRSM,395053,2020-10-31,395000.0
23280,SRSM,395053,2020-09-30,395000.0
23281,SRSM,395053,2020-08-31,391750.0
23282,SRSM,395053,2020-07-31,391000.0
23283,SRSM,395053,2020-06-30,385000.0
23284,SRSM,395053,2020-05-31,370000.0
23285,SRSM,395053,2020-04-30,370000.0
23286,SRSM,395053,2020-03-31,371750.0
23287,SRSM,395053,2020-02-29,360000.0
23288,SRSM,395053,2020-01-31,355000.0
23289,SRSM,395053,2019-12-31,355000.0
23290,SRSM,395053,2019-11-30,352500.0
23291,SRSM,395053,2019-10-31,350000.0
23292,SRSM,395053,2019-09-30,355000.0
23293,SRSM,395053,2019-08-31,350050.0
23294,SRSM,395053,2019-07-31,360000.0
23295,SRSM,395053,2019-06-30,359950.0
23296,SRSM,395053,2019-05-31,352900.0
23297,SRSM,395053,2019-04-30,344600.0
23298,SRSM,395053,2019-03-31,324000.0
23299,SRSM,395053,2019-02-28,330000.0
23300,SRSM,395053,2019-01-31,326450.0
23301,SRSM,395053,2018-12-31,313500.0
23302,SRSM,395053,2018-11-30,325500.0
23303,SRSM,395053,2018-10-31,331500.0
23304,SRSM,395053,2018-09-30,324000.0
23305,SRSM,395053,2018-08-31,326500.0
23306,SRSM,395053,2018-07-31,335000.0
23307,SRSM,395053,2018-06-30,334625.0
23308,SRSM,395053,2018-05-31,333000.0
23309,SRSM,395053,2018-04-30,315500.0
23310,SRSM,395053,2018-03-31,322000.0
23311,SRSM,395053,2018-02-28,306725.0
23312,SRSM,395053,2018-01-31,299900.0
23313,SRSM,395053,2017-12-31,294375.0
23314,SRSM,395053,2017-11-30,306000.0
23315,SRSM,395053,2017-10-31,302000.0
23316,SRSM,395053,2017-09-30,298000.0
23317,SRSM,395053,2017-08-31,303000.0
23318,SRSM,395053,2017-07-31,299900.0
23319,SRSM,395053,2017-06-30,310000.0
23320,SRSM,395053,2017-05-31,301000.0
23321,SRSM,395053,2017-04-30,301611.0
23322,SRSM,395053,2017-03-31,289300.0
23323,SRSM,395053,2017-02-28,270000.0
23324,SRSM,395053,2017-01-31,277500.0
23325,SRSM,395053,2016-12-31,274525.0
23326,SRSM,395053,2016-11-30,270000.0
23327,SRSM,395053,2016-10-31,269900.0
23328,SRSM,395053,2016-09-30,270000.0
23329,SRSM,395053,2016-08-31,276000.0
23330,SRSM,395053,2016-07-31,280000.0
23331,SRSM,395053,2016-06-30,280000.0
23332,SRSM,395053,2016-05-31,274000.0
23333,SRSM,395053,2016-04-30,268500.0
23334,SRSM,395053,2016-03-31,255000.0
23335,SRSM,395053,2016-02-29,248500.0
23336,SRSM,395053,2016-01-31,240000.0
23337,SRSM,395053,2015-12-31,247675.0
23338,SRSM,395053,2015-11-30,256000.0
23339,SRSM,395053,2015-10-31,248000.0
23340,SRSM,395053,2015-09-30,255000.0
23341,SRSM,395053,2015-08-31,252000.0
23342,SRSM,395053,2015-07-31,257625.0
23343,SRSM,395053,2015-06-30,262000.0
23344,SRSM,395053,2015-05-31,259950.0
23345,SRSM,395053,2015-04-30,241619.0
23346,SRSM,395053,2015-03-31,237500.0
23347,SRSM,395053,2015-02-28,225000.0
23348,SRSM,395053,2015-01-31,235000.0
23349,SRSM,395053,2014-12-31,236000.0
23350,SRSM,395053,2014-11-30,234900.0
23351,SRSM,395053,2014-10-31,234500.0
23352,SRSM,395053,2014-09-30,234190.0
23353,SRSM,395053,2014-08-31,240000.0
23354,SRSM,395053,2014-07-31,240000.0
23355,SRSM,395053,2014-06-30,237650.0
23356,SRSM,395053,2014-05-31,238000.0
23357,SRSM,395053,2014-04-30,225000.0
23358,SRSM,395053,2014-03-31,225000.0
23359,SRSM,395053,2014-02-28,224900.0
23360,SRSM,395053,2014-01-31,218078.0
23361,SRSM,395053,2013-12-31,225000.0
23362,SRSM,395053,2013-11-30,223650.0
23363,SRSM,395053,2013-10-31,219250.0
23364,SRSM,395053,2013-09-30,225225.0
23365,SRSM,395053,2013-08-31,235000.0
23366,SRSM,395053,2013-07-31,240000.0
23367,SRSM,395053,2013-06-30,237000.0
23368,SRSM,395053,2013-05-31,232800.0
